id,category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,status,highlight,create_date,create_time,show_on_front,description
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",VA,"Total Small Business Set-Aside (FAR 19.5): 31--BEARING,PLAIN,ROD E",Federal,,Department of Defense,9-Jun-22,Department of Defense,https://sam.gov/opp/6c61ec54d0fc41dfab6016e39d6af76f/view,"SPE4A622T62G0    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,,,,,,"Proposed procurement for NSN 3120012786481 BEARING,PLAIN,ROD E: Line 0001 Qty 246 UI EA Deliver To: W1A8 DLA DIST SAN JOAQUIN By: 0145 DAYS ADO Approved source is 97499 212-010-783-101. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",WA,SPHERICAL BEARING,Federal,,Department of Defense,23-Jun-22,Department of Defense,https://sam.gov/opp/fe296d1904ac41f3b879109554713914/view,"SPMYM222Q1735    		    		 ",Purchasing,,703-695-7145,Denise.Quist@dla.mil,,,,,,,"DLA MARITIME PUGET SOUND intends to procure SPHERICAL BEARING manufactured in accordance with material specifications. It is anticipated that the solicitation will be issued unrestricted using commercial and simplified acquisition procedures in accordance with FAR Parts 12 and 13.5 Notice of Price Evaluation Preference for HUBZone Small Business Concerns in accordance with FAR 52.219-4 The resultant award will be a firm fixed-price supply contract for FOB Destination delivery to Bremerton, WA. 98314 The solicitation number for this requirement is SPMYM2-22-Q-1735 Please reference this solicitation number on your correspondence and in the ""Subject"" line of your email ALL QUESTIONS REGARDING THE SOLICITATION SHALL BE SUBMITTED VIA EMAIL Offers wishing to submit a quote are responsible for downloading their own copy of the RFQ and for frequently monitoring the site for any amendments."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",WA,SPHERICAL BEARING,Federal,,Department of Defense,23-Jun-22,Department of Defense,https://sam.gov/opp/b1855131306b447da412fa036d894aa1/view,"SPMYM222Q1735    		    		 ",Purchasing,,703-695-7145,Denise.Quist@dla.mil,,,,,,,"DLA MARITIME PUGET SOUND intends to procure SPHERICAL BEARING manufactured in accordance with material specifications. It is anticipated that the solicitation will be issued unrestricted using commercial and simplified acquisition procedures in accordance with FAR Parts 12 and 13.5 Notice of Price Evaluation Preference for HUBZone Small Business Concerns in accordance with FAR 52.219-4 The resultant award will be a firm fixed-price supply contract for FOB Destination delivery to Bremerton, WA. 98314 The solicitation number for this requirement is SPMYM2-22-Q-1735 Please reference this solicitation number on your correspondence and in the ""Subject"" line of your email ALL QUESTIONS REGARDING THE SOLICITATION SHALL BE SUBMITTED VIA EMAIL Offers wishing to submit a quote are responsible for downloading their own copy of the RFQ and for frequently monitoring the site for any amendments."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",WA,SPHERICAL BEARING,Federal,,Department of Defense,23-Jun-22,Department of Defense,https://sam.gov/opp/0be6fd95ab344928852619ff28ac6e9f/view,"SPMYM222Q1735    		    		 ",Purchasing,,703-695-7145,Denise.Quist@dla.mil,,,,,,,"DLA MARITIME PUGET SOUND intends to procure SPHERICAL BEARING manufactured in accordance with material specifications. It is anticipated that the solicitation will be issued unrestricted using commercial and simplified acquisition procedures in accordance with FAR Parts 12 and 13.5 Notice of Price Evaluation Preference for HUBZone Small Business Concerns in accordance with FAR 52.219-4 The resultant award will be a firm fixed-price supply contract for FOB Destination delivery to Bremerton, WA. 98314 The solicitation number for this requirement is SPMYM2-22-Q-1735 Please reference this solicitation number on your correspondence and in the ""Subject"" line of your email ALL QUESTIONS REGARDING THE SOLICITATION SHALL BE SUBMITTED VIA EMAIL Offers wishing to submit a quote are responsible for downloading their own copy of the RFQ and for frequently monitoring the site for any amendments."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DC,"MIL-DTL-17931F, Bearings, Ball, Annular, for Quiet Operation",Federal,,Department of Defense,20-Jun-22,Department of Defense,https://sam.gov/opp/082c6f38896d476f953a88495aaee7cf/view,"N0002422SN0166    		    		 ",Purchasing,,703-695-7145,CommandStandards@navy.mil,,,,,,,"The Naval Sea Systems Command (NAVSEA) intends to draft specifications and standards to accommodate a variety of design solutions and processes, and to encourage a broad vendor base. NAVSEA is preparing draft MIL-DTL-17931F, Bearings, Ball, Annular, for Quiet Operation. Copies of this document may be requested by sending an email to commandstandards@navy.mil with the document number in the subject line and a brief message requesting a copy of the document. Please note that the review period ends 06/20/22.? Those interested can check ASSIST Online at https://quicksearch.dla.mil/ for the final document when it has been completed. THIS IS NOT A SOLICITATION."
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",AP,Deicing Chemical Storage Tank,Federal,,Department of Defense,30-Jun-22,Department of Defense,https://sam.gov/opp/a83569def5be4c96b2194766d94dc8f8/view,"FA520522QB040    		    		 ",Purchasing,,703-695-7145,tomoko.asai.jp@us.af.mil,,,,,,,"Deicing Chemical Storage Tank Please see the attached RFQ for list of requested supplies and services. - To be considered for award, offerors of products, must - meet the salient physical, functional, or performance characteristic specified in this solicitation; clearly identify the item by Brand name, Make, and Model number or Part number.? Include descriptive literature available to the Contracting Officer.? Mark any detailed descriptive material to clearly show the conformity of the items.? No submission is not eligible for award.? - Award shall be made in the aggregated, all or none. EVALUATION CRITERIA: Evaluation of quotations will be completed in accordance with FAR13-106-2.? The Government will award the contract resulting from this solicitation to responsive and responsible offeror whose offer conforms to the solicitation and represents the best value to the Government.? Evaluation Factors:? (1) Technical and (2) Price. RESPONSE TIME: Please send your quotation including all the documents specified above NO LATER THAN 1000 hours on 30 Jun 22 (JST).? Point of Contact (POC) is Tomoko Asai, Contract Specialist Telephone:? 011-81-176-3895 Email:? tomoko.asai.jp@us.af.mil Alternate POC is Michiko Yoshizawa, Contracting Officer Telephone:? 011-81-176-3895 Email:? michiko.yoshizawa.jp@us.af.mil"
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Washer Thru,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7M022T7199,"SPE7M022T7199    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Bearing Washer Thru  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Cap Pillow Block,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7M022T7181,"SPE7M022T7181    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 2 EA Cap Pillow Block  - FSC #3130
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Cone And Rollers Ta,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79P5,"SPE4A622T79P5    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 2 EA Cone And Rollers Ta  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Ball Annula,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79P3,"SPE4A622T79P3    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 2 EA Bearing Ball Annula  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bushing Sleeve,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79N6,"SPE4A622T79N6    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 51 EA Bushing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Cone And Rollers Tape,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79N2,"SPE4A622T79N2    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 5 EA Cone And Rollers Tape  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Sleeve,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79N1,"SPE4A622T79N1    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 39 EA Bearing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Seat  Bearing,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79M3,"SPE4A622T79M3    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 47 EA Seat  Bearing - Combined Set-Aside 100% - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Plain Self-Al,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79M1,"SPE4A622T79M1    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 18 EA Bearing Plain Self-Al  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Ball Annula,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79M0,"SPE4A622T79M0    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 28 EA Bearing Ball Annula  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing   Ball  Annul,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79L6,"SPE4A622T79L6    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 64 EA Bearing   Ball  Annul  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Sleeve,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79G3,"SPE4A622T79G3    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Bearing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Half Sleeve,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79G2,"SPE4A622T79G2    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 2 EA Bearing Half Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Half Set Sl,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79F9,"SPE4A622T79F9    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 9 SE Bearing Half Set Sl  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Cap Pillow Block,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79F5,"SPE4A622T79F5    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Cap Pillow Block  - FSC #3130
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Roller Tape,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79E4,"SPE4A622T79E4    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Bearing Roller Tape  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Sleeve,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79D9,"SPE4A622T79D9    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 6 EA Bearing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Ball Annula,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79C9,"SPE4A622T79C9    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Bearing Ball Annula  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bushing Sleeve,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79B2,"SPE4A622T79B2    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Bushing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Plain Rod E,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T79A8,"SPE4A622T79A8    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Bearing Plain Rod E  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bushing Sleeve,Federal,,Defense Logistics Agency,14-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622Q1564,"SPE4A622Q1564    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 309 EA Bushing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing  Ball  Annula,Federal,,Defense Logistics Agency,14-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622Q1561,"SPE4A622Q1561    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 494 EA Bearing  Ball  Annula  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Unit  Ball,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622Q1285,"SPE4A622Q1285    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 150 EA Bearing Unit  Ball - Small Business Set-Aside 100% - FSC #3130
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Sleeve,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A022T2794,"SPE4A022T2794    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Bearing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Roller Tape,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A022T2792,"SPE4A022T2792    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Bearing Roller Tape  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Housing Bearing Uni,Federal,,Defense Logistics Agency,7-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A022T2788,"SPE4A022T2788    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 2 EA Housing Bearing Uni  - FSC #3130
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Unit Roller,Federal,,Defense Logistics Agency,2-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T72N0,"SPE4A622T72N0    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Bearing Unit Roller  - FSC #3130
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bushing Sleeve,Federal,,Defense Logistics Agency,2-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T72K7,"SPE4A622T72K7    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 32 EA Bushing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Ball Annula,Federal,,Defense Logistics Agency,2-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T72H1,"SPE4A622T72H1    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 5 EA Bearing Ball Annula  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Ball Annula,Federal,,Defense Logistics Agency,2-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T72F3,"SPE4A622T72F3    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 18 EA Bearing Ball Annula  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Parts Kit Bearing R,Federal,,Defense Logistics Agency,2-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T53R6,"SPE4A622T53R6    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 KT Parts Kit Bearing R  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bushing Sleeve,Federal,,Defense Logistics Agency,2-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A122T2611,"SPE4A122T2611    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 10 EA Bushing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing  Sleeve,Federal,,Defense Logistics Agency,14-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622Q1529,"SPE4A622Q1529    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 17731 EA Bearing  Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bushing,Federal,,Defense Logistics Agency,1-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPEFA522T1547,"SPEFA522T1547    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 11 EA Bushing  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for 41298-1 Sleeve  (H60),Federal,,Defense Logistics Agency,1-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPEFA322T0442,"SPEFA322T0442    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 6 EA 41298-1 Sleeve  (H60)  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Plain Rod E,Federal,,Defense Logistics Agency,6-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7M122T388W,"SPE7M122T388W    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 30 EA Bearing Plain Rod E  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Sleeve,Federal,,Defense Logistics Agency,3-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T78X6,"SPE4A622T78X6    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 23 EA Bearing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Ball Bearing,Federal,,Defense Logistics Agency,3-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T78W8,"SPE4A622T78W8    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 100 EA Ball Bearing  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Ball Bearing,Federal,,Defense Logistics Agency,3-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T78V4,"SPE4A622T78V4    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Ball Bearing  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Collar Bearing,Federal,,Defense Logistics Agency,3-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T78V2,"SPE4A622T78V2    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 1 EA Collar Bearing  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Ball Annula,Federal,,Defense Logistics Agency,3-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T78U9,"SPE4A622T78U9    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 10 EA Bearing Ball Annula  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Ball Airfra,Federal,,Defense Logistics Agency,3-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T78U8,"SPE4A622T78U8    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 18 EA Bearing Ball Airfra  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Ball Annular,Federal,,Defense Logistics Agency,3-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T78U6,"SPE4A622T78U6    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 98 EA Bearing Ball Annular  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bushing Sleeve,Federal,,Defense Logistics Agency,3-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T78U0,"SPE4A622T78U0    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 8 EA Bushing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Ball Annular,Federal,,Defense Logistics Agency,3-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T78R7,"SPE4A622T78R7    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 11 EA Bearing Ball Annular  - FSC #3110
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bushing Sleeve,Federal,,Defense Logistics Agency,3-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T78Q4,"SPE4A622T78Q4    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 15 EA Bushing Sleeve  - FSC #3120
," Supplies: Hardware, Abrasive, Nuts, Bolts, Bearing Bids",DL,Defense Logistics Agency is Seeking Bids for Bearing Set Sleeve,Federal,,Defense Logistics Agency,3-Jun-22,Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE4A622T78Q0,"SPE4A622T78Q0    		    		 ",Purchasing,,571-767-0192,,,,,,,,Defense Logistics Agency is Seeking Bids for 35 EA Bearing Set Sleeve - Small Business Set-Aside 100% - FSC #3120
